season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2023,REG,0,Josh Palmer,WR,LAC,6.777894736842107,2.610418173436483,11.401803278688522,14.76099418270261,38,61,62.295081967213115,581.0,2,5.628947368421053,5.063283970482872,0.5656633979381809,00-0036988,Josh,Palmer,5,J.Palmer
2023,REG,0,Deebo Samuel,WR,SF,6.773552631578947,3.6988329008754164,6.787640449438203,15.35368630799886,60,89,67.41573033707866,892.0,7,8.8665,4.939954389052084,3.926545610947916,00-0035719,Tyshun,Samuel,19,D.Samuel
2023,REG,0,Tyler Lockett,WR,SEA,6.754347826086957,2.8155919124350035,11.501967213114753,32.86499551491787,79,122,64.75409836065575,894.0,5,2.7499999999999996,2.994652692906812,-0.24465269290681224,00-0032211,Tyler,Lockett,16,T.Lockett
2023,REG,0,Nick Westbrook-Ikhine,WR,TEN,6.747,2.9041093336940706,12.316444444444445,12.491322965967994,28,45,62.22222222222222,370.0,3,4.5178571428571415,4.270141777171776,0.2477153656853659,00-0036182,Nicholas,Westbrook-Ikhine,15,N.Westbrook-Ikhine
2023,REG,0,Cole Kmet,TE,CHI,6.725428571428573,4.0935738951342,6.372777777777778,15.235431309734421,73,90,81.11111111111111,719.0,6,4.32027397260274,4.2399657100092645,0.08030826259347545,00-0036290,Cole,Kmet,85,C.Kmet
2023,REG,0,DeVonta Smith,WR,PHI,6.725047619047618,2.8183215114185023,12.455892857142858,30.350682153913766,81,112,72.32142857142857,1066.0,7,3.58246913580247,3.3807397849825884,0.20172935081988141,00-0036912,DeVonta,Smith,6,D.Smith
2023,REG,0,Noah Brown,WR,HOU,6.723269230769231,3.1158447851991857,12.267272727272728,13.327591690156709,33,55,60.0,567.0,2,6.909090909090907,3.851183452361014,3.0579074567298936,00-0033591,Noah,Brown,85,N.Brown
2023,REG,0,Jaylen Waddle,WR,MIA,6.708163265306122,3.422396920632551,10.001923076923077,24.382411472531697,72,104,69.23076923076923,1014.0,4,6.176111111111111,5.0442734680156995,1.1318376430954116,00-0036613,Jaylen,Waddle,17,J.Waddle
2023,REG,0,Amon-Ra St. Brown,WR,DET,6.702364864864865,3.2143896515204062,7.6571341463414635,31.26979621107991,119,164,72.5609756097561,1515.0,10,5.752268907563025,4.702549366044615,1.0497195415184093,00-0036963,Amon-Ra,St. Brown,14,A.St. Brown
2023,REG,0,Zay Jones,WR,JAX,6.69393442622951,2.4790105738790205,13.430000000000001,17.47265324044617,34,64,53.125,321.0,2,1.9041176470588237,1.9868346562572023,-0.08271700919837865,00-0033891,Isaiah,Jones,7,Z.Jones
2023,REG,0,Allen Robinson,WR,PIT,6.691276595744681,2.5720438307195455,7.605,10.025321461723948,33,48,68.75,273.0,0,2.1799999999999997,2.3026620394752637,-0.122662039475264,00-0031428,Allen,Robinson,11,A.Robinson
2023,REG,0,Travis Kelce,TE,KC,6.682815533980583,3.659598831305704,6.757603305785126,20.941519359514828,93,121,76.85950413223141,984.0,5,5.156021505376345,4.95582791957286,0.20019358580348534,00-0030506,Travis,Kelce,87,T.Kelce
2023,REG,0,Dallas Goedert,TE,PHI,6.660144927536232,2.9058752182169036,5.503132530120482,9.937190931301629,59,83,71.08433734939759,592.0,3,5.530508474576273,4.6805739228750936,0.8499345517011792,00-0034351,Dallas,Goedert,88,D.Goedert
2023,REG,0,Jonnu Smith,TE,ATL,6.647090909090909,3.8862629343069037,6.078571428571428,10.22278708493202,50,70,71.42857142857143,582.0,3,7.592000000000001,5.325441756004859,2.266558243995142,00-0033858,Jonnu,Smith,81,J.Smith
2023,REG,0,Tutu Atwell,WR,LAR,6.6187499999999995,2.612631787522305,11.21507462686567,17.511751641267896,39,67,58.2089552238806,483.0,3,2.6676923076923087,2.863889600831324,-0.19619729313901546,00-0036849,Chatarius,Atwell,5,T.Atwell
2023,REG,0,Rashid Shaheed,WR,NO,6.603750000000001,2.821496012206108,14.519866666666667,22.1063102016788,46,75,61.33333333333333,719.0,5,3.552826086956522,4.107798483661812,-0.5549723967052897,00-0037545,Rashid,Shaheed,22,R.Shaheed
2023,REG,0,Jayden Reed,WR,GB,6.5816470588235285,3.444667961961241,9.965851063829785,19.454043277816996,64,94,68.08510638297872,793.0,8,5.59359375,5.308712973978235,0.2848807760217653,00-0039146,Jayden,Reed,11,J.Reed
2023,REG,0,A.J. Brown,WR,PHI,6.579358974358975,2.436500003793638,12.156582278481013,41.787284590131115,106,158,67.08860759493672,1456.0,7,4.522075471698113,2.754841859450974,1.7672336122471388,00-0035676,Arthur,Brown,11,A.Brown
2023,REG,0,Justin Jefferson,WR,MIN,6.570744680851064,2.7057248300904826,12.523399999999999,26.29071908267781,68,100,68.0,1074.0,5,4.1061764705882355,3.517767338649681,0.5884091319385547,00-0036322,Justin,Jefferson,18,J.Jefferson
2023,REG,0,Mike Evans,WR,TB,6.5689473684210515,2.370892184852302,14.374999999999998,41.255953624509615,79,136,58.08823529411765,1255.0,13,4.552784810126583,3.6714221989243585,0.8813626112022241,00-0031408,Mike,Evans,13,M.Evans
2023,REG,0,Darius Slayton,WR,NYG,6.545,2.867353654183732,12.377468354430379,27.502003965742727,50,79,63.29113924050633,770.0,4,6.171200000000002,4.285543233297966,1.8856567667020352,00-0035535,Darius,Slayton,86,D.Slayton
2023,REG,0,Cade Otton,TE,TB,6.5016,3.4357684048952217,6.52955223880597,9.232048384475943,47,67,70.1492537313433,452.0,4,4.98468085106383,4.620845476133046,0.3638353749307841,00-0038129,Cade,Otton,88,C.Otton
2023,REG,0,Gabe Davis,WR,BUF,6.501518987341774,2.8100075784507923,15.063703703703707,26.057095997129835,45,81,55.55555555555556,746.0,7,4.312222222222221,3.238600483909495,1.0736217383127262,00-0036196,Gabriel,Davis,13,G.Davis
2023,REG,0,Jordan Addison,WR,MIN,6.434134615384616,2.7593986201497493,12.408148148148147,28.132669106085313,70,108,64.81481481481481,911.0,10,3.8542857142857136,2.4167099140357435,1.4375758002499701,00-0038994,Jordan,Addison,3,J.Addison
2023,REG,0,Logan Thomas,TE,WAS,6.41725806451613,3.2774368740565443,6.296666666666667,11.027387725592861,55,78,70.51282051282051,496.0,4,4.364545454545455,3.9465727722914017,0.4179726822540535,00-0031260,Logan,Thomas,82,L.Thomas
2023,REG,0,Trey Palmer,WR,TB,6.416212121212121,3.070626674677751,10.158823529411766,14.57780704031266,39,68,57.35294117647059,385.0,3,3.0753846153846154,3.64057688110388,-0.5651922657192645,00-0039052,Trey,Palmer,10,T.Palmer
2023,REG,0,Christian Watson,WR,GB,6.401,2.913774136445268,16.26811320754717,17.90526228350708,28,53,52.83018867924528,422.0,5,3.7060714285714296,1.8670894164674061,1.8389820121040235,00-0038124,Christian,Watson,9,C.Watson
2023,REG,0,Nelson Agholor,WR,BAL,6.395348837209302,3.5799465724612403,9.390000000000002,10.325968754505622,35,45,77.77777777777779,381.0,4,4.260000000000001,4.3074649168500185,-0.04746491685001786,00-0031549,Nelson,Agholor,15,N.Agholor
2023,REG,0,Kylen Granson,TE,IND,6.391794871794872,3.503700410756128,8.0102,9.73953178461217,30,50,60.0,368.0,1,4.546666666666668,4.640754739754702,-0.09408807308803446,00-0036876,Kylen,Granson,83,K.Granson
2023,REG,0,Courtland Sutton,WR,DEN,6.368977272727273,2.9192387594368774,12.706555555555555,32.0485945688423,59,90,65.55555555555556,772.0,10,3.080508474576272,3.186886052609805,-0.10637757803353276,00-0034348,Courtland,Sutton,14,C.Sutton
2023,REG,0,Rashee Rice,WR,KC,6.355957446808511,4.154307669667891,4.994411764705883,13.0471195070354,79,102,77.45098039215686,938.0,7,8.406455696202531,6.544876055216359,1.8615796409861725,00-0039067,Rashee,Rice,4,R.Rice
2023,REG,0,Drake London,WR,ATL,6.327870370370371,2.2239363759101027,11.36718181818182,30.04105932580059,69,110,62.727272727272734,905.0,2,3.037101449275362,2.754265736881031,0.28283571239433103,00-0037238,Drake,London,5,D.London
2023,REG,0,Adam Thielen,WR,CAR,6.30520325203252,2.88760037104662,7.6350364963503665,26.349465453482875,103,137,75.18248175182481,1014.0,4,3.4421359223300967,4.513196068744899,-1.0710601464148026,00-0030035,Adam,Thielen,19,A.Thielen
2023,REG,0,Tanner Hudson,TE,CIN,6.304736842105264,3.0683933297976207,5.111199999999999,6.812099499941357,39,50,78.0,352.0,1,4.068205128205128,3.7983991775846415,0.2698059506204866,00-0034613,Tanner,Hudson,87,T.Hudson
2023,REG,0,Allen Lazard,WR,NYJ,6.3046938775510215,2.209960657840716,12.02795918367347,15.389214989973263,23,49,46.93877551020408,311.0,1,2.4143478260869577,2.301296873140357,0.11305095294660061,00-0034521,Allen,Lazard,10,A.Lazard
2023,REG,0,Michael Wilson,WR,ARI,6.301454545454545,2.6488132385599372,12.617894736842105,18.301089332379963,37,57,64.91228070175438,561.0,3,3.9810810810810797,2.8111865367577447,1.169894544323335,00-0038559,Michael,Wilson,14,M.Wilson
2023,REG,0,Chris Olave,WR,NO,6.290930232558139,2.9562174364804776,13.260652173913044,37.148077098748516,87,138,63.04347826086957,1123.0,5,4.0537931034482755,4.314998608790422,-0.26120550534214626,00-0037239,Chris,Olave,12,C.Olave
2023,REG,0,Kyle Pitts,TE,ATL,6.277875000000001,2.374324590543921,11.448666666666666,24.75524173107463,53,90,58.88888888888889,667.0,3,2.84188679245283,3.0283869693294316,-0.18650017687660148,00-0036970,Kyle,Pitts,8,K.Pitts
2023,REG,0,D.J. Moore,WR,CHI,6.275075757575757,2.737857989088661,11.488823529411766,41.50476281550665,96,136,70.58823529411765,1364.0,8,5.904062500000001,4.328296013823823,1.5757664861761782,00-0034827,Denniston,Moore,2,D.Moore
2023,REG,0,Darren Waller,TE,NYG,6.261833333333333,2.943662681780704,7.649459459459459,15.920910152020134,52,74,70.27027027027027,552.0,1,4.318461538461539,4.538782680184086,-0.2203211417225477,00-0031610,Darren,Waller,12,D.Waller
2023,REG,0,Tyler Higbee,TE,LAR,6.260967741935484,3.6782785886710037,5.5282857142857145,9.018641820228439,47,70,67.14285714285714,495.0,2,5.460851063829787,5.374312893558835,0.08653817027095201,00-0033110,Tyler,Higbee,89,T.Higbee
2023,REG,0,Alec Pierce,WR,IND,6.241076923076923,2.1531582713154367,15.014923076923077,23.733466919247807,32,65,49.23076923076923,514.0,2,3.371249999999999,3.4087338932165405,-0.03748389321654155,00-0037664,Alec,Pierce,14,A.Pierce
2023,REG,0,Brandin Cooks,WR,DAL,6.225844155844156,2.6307468618744485,13.360875000000002,22.29520438365765,54,81,66.66666666666666,657.0,8,2.42037037037037,2.5458696226366526,-0.12549925226628256,00-0031236,Brandin,Cooks,3,B.Cooks
2023,REG,0,Evan Engram,TE,JAX,6.220818181818182,3.3855664522896727,4.732657342657342,13.757640931609217,114,143,79.72027972027972,963.0,4,4.796666666666666,4.30911290606087,0.48755376060579625,00-0033881,Evan,Engram,17,E.Engram
2023,REG,0,Jonathan Mingo,WR,CAR,6.17345238095238,2.76853596969463,10.28376470588235,22.01968904607881,43,85,50.588235294117645,418.0,0,3.695813953488373,4.364936336585179,-0.6691223830968065,00-0039062,Jonathan,Mingo,15,J.Mingo
2023,REG,0,Tyler Boyd,WR,CIN,6.135444444444444,3.093340407220002,6.739693877551019,17.605742677712737,67,98,68.36734693877551,667.0,2,4.486567164179106,3.419008793415187,1.0675583707639187,00-0033009,Tyler,Boyd,83,T.Boyd
2023,REG,0,Michael Gallup,WR,DAL,6.134736842105264,2.3062134999520603,10.862105263157893,12.914435658309987,34,57,59.64912280701754,418.0,2,3.130588235294118,2.9070451469240584,0.22354308837005954,00-0034764,Michael,Gallup,13,M.Gallup
2023,REG,0,Josh Downs,WR,IND,6.089431818181819,3.252041622825177,6.937244897959182,16.53247280659305,68,98,69.38775510204081,771.0,2,5.655147058823529,5.0905534744864145,0.5645935843371142,00-0038997,Joshua,Downs,1,J.Downs
2023,REG,0,Quentin Johnston,WR,LAC,6.0782089552238805,2.3844210874041636,13.080895522388062,18.60049535104345,38,67,56.71641791044776,431.0,2,3.8905263157894736,3.2215256877116474,0.6690006280778262,00-0038544,Quentin,Johnston,1,Q.Johnston
2023,REG,0,Christian Kirk,WR,JAX,6.069625,3.1287428175873155,9.938823529411765,17.173419417266526,57,85,67.05882352941175,787.0,3,4.696666666666665,4.4858077150461195,0.2108589516205459,00-0034775,Christian,Kirk,13,C.Kirk
2023,REG,0,Dalton Kincaid,TE,BUF,6.065569620253164,3.8297439689369206,5.867582417582418,11.402755710453933,73,91,80.21978021978022,673.0,2,4.487123287671233,4.331444572997653,0.15567871467357985,00-0038933,Dalton,Kincaid,86,D.Kincaid
2023,REG,0,Marquise Brown,WR,ARI,6.064591836734693,2.5148956893887444,11.86178217821782,30.485021361703634,51,101,50.495049504950494,574.0,4,3.385294117647059,3.803695691253705,-0.4184015736066464,00-0035662,Marquise,Brown,2,M.Brown
2023,REG,0,Hunter Henry,TE,NE,6.016346153846153,2.3545327314122955,8.838524590163933,13.722949893352201,42,61,68.85245901639344,419.0,6,2.106428571428572,2.1691862762598357,-0.06275770483126353,00-0033090,Hunter,Henry,85,H.Henry
2023,REG,0,Justin Watson,WR,KC,6.009183673469387,2.480391722434109,17.542307692307695,23.362547188657313,26,52,50.0,449.0,3,2.281153846153846,3.2326761635915813,-0.9515223174377354,00-0034386,Justin,Watson,84,J.Watson
2023,REG,0,Puka Nacua,WR,LAR,5.996315789473686,2.890085917127662,8.9824375,33.49398376560574,105,160,65.625,1486.0,6,6.342952380952381,4.402659577029722,1.9402928039226595,00-0039075,Puka,Nacua,17,P.Nacua
2023,REG,0,T.J. Hockenson,TE,MIN,5.983300970873788,3.0763958807720653,7.235826771653542,19.29177084579808,95,127,74.80314960629921,960.0,5,3.886315789473685,3.789140176613115,0.09717561286056986,00-0035229,Thomas,Hockenson,87,T.Hockenson
2023,REG,0,Tyler Conklin,TE,NYJ,5.97304347826087,3.450107991712769,6.715747126436782,15.256047376336902,61,87,70.11494252873564,621.0,0,4.45655737704918,4.224486263641857,0.232071113407323,00-0034270,Tyler,Conklin,83,T.Conklin
2023,REG,0,Stefon Diggs,WR,BUF,5.956666666666667,2.8111488611452033,10.102187499999998,34.517921514359415,107,160,66.875,1183.0,8,3.9614953271028037,3.6623475355368162,0.2991477915659875,00-0031588,Stefon,Diggs,14,S.Diggs
2023,REG,0,Tee Higgins,WR,CIN,5.940675675675675,2.3280172055338837,13.094078947368422,26.526298393201763,42,76,55.26315789473685,656.0,5,5.437380952380953,3.4750294206585552,1.9623515317223976,00-0036410,Tamaurice,Higgins,5,T.Higgins
2023,REG,0,Ja'Marr Chase,WR,CIN,5.9384732824427475,3.1961065643824584,8.601310344827585,33.24457025877235,100,145,68.96551724137932,1216.0,7,5.5698,4.346315288918142,1.2234847110818583,00-0036900,Ja'Marr,Chase,1,J.Chase
2023,REG,0,Gerald Everett,TE,LAC,5.935892857142855,3.984096198460132,3.9628571428571426,5.8873341667002705,51,70,72.85714285714285,411.0,3,5.588431372549021,4.945532954593304,0.6428984179557169,00-0033895,Gerald,Everett,7,G.Everett
2023,REG,0,Darnell Mooney,WR,CHI,5.909999999999999,3.0754228055485706,10.59934426229508,17.174824283186968,31,61,50.81967213114754,414.0,1,6.174838709677419,4.722360336693859,1.4524783729835606,00-0036309,Darnell,Mooney,11,D.Mooney
2023,REG,0,Romeo Doubs,WR,GB,5.904,2.7151352640385693,12.163854166666667,24.24990654981933,59,96,61.458333333333336,674.0,8,2.398644067796609,2.606293386064356,-0.2076493182677468,00-0037816,Romeo,Doubs,87,R.Doubs
2023,REG,0,K.J. Osborn,WR,MIN,5.884931506849315,3.273960466134413,8.998666666666667,14.168361873691854,48,75,64.0,540.0,3,3.967708333333334,3.734539317801738,0.23316901553159575,00-0036345,K.J.,Osborn,17,K.Osborn
2023,REG,0,Sam LaPorta,TE,DET,5.842929292929293,3.3862175699388692,7.0575,21.088567501344652,86,120,71.66666666666667,889.0,10,4.3477906976744185,3.5326838418786606,0.8151068557957579,00-0039065,Sam,LaPorta,87,S.LaPorta
2023,REG,0,DeVante Parker,WR,NE,5.841272727272728,1.994365960655412,10.968363636363636,15.354737554787443,33,55,60.0,394.0,0,4.203333333333333,3.882395272665118,0.3209380606682153,00-0031547,DeVante,Parker,1,D.Parker
2023,REG,0,Nico Collins,WR,HOU,5.8057943925233655,3.0195786656265766,11.175321100917433,24.06176480464916,80,109,73.39449541284404,1297.0,8,7.0005,4.5269986945302385,2.473501305469761,00-0036554,Nico,Collins,12,N.Collins
2023,REG,0,Mike Gesicki,TE,NE,5.805142857142857,3.0910282097670505,8.692444444444446,9.956170045968001,29,45,64.44444444444444,244.0,2,3.23551724137931,3.6871654864536643,-0.4516482450743542,00-0034829,Michael,Gesicki,88,M.Gesicki
2023,REG,0,DK Metcalf,WR,SEA,5.799243697478992,2.447393521119554,13.753781512605041,38.332814172391096,66,119,55.46218487394958,1114.0,8,5.923636363636363,3.9779730717729547,1.9456632918634083,00-0035640,DeKaylin,Metcalf,14,D.Metcalf
2023,REG,0,DeAndre Hopkins,WR,TEN,5.7894656488549625,2.271084470396227,14.190510948905109,43.815641199008326,75,137,54.74452554744526,1057.0,7,3.3619999999999997,3.5594040097784805,-0.19740400977848083,00-0030564,DeAndre,Hopkins,10,D.Hopkins
2023,REG,0,Dalton Schultz,TE,HOU,5.774852941176471,3.3139522000525816,7.986022727272727,13.882068492798915,59,88,67.04545454545455,635.0,5,4.621864406779661,4.154948978031588,0.4669154287480728,00-0034383,Dalton,Schultz,86,D.Schultz
2023,REG,0,Josh Reynolds,WR,DET,5.765,2.4974598711844074,11.148124999999999,17.766290165142735,40,64,62.5,608.0,5,4.96475,4.0006322476732,0.9641177523268007,00-0033943,Joshua Dedmon-Reynolds,Reynolds,8,J.Reynolds
2023,REG,0,Tyreek Hill,WR,MIA,5.756883116883117,3.2584266384584817,10.837251461988304,43.43852477268945,119,171,69.5906432748538,1799.0,13,5.770504201680673,5.0039547432324385,0.7665494584482344,00-0033040,Tyreek,Hill,10,T.Hill
2023,REG,0,Terry McLaurin,WR,WAS,5.750472440944881,2.6397086943460537,11.435151515151516,33.8909071314063,79,132,59.84848484848485,1002.0,4,4.558987341772152,3.93883858413503,0.6201487576371219,00-0035659,Terry,McLaurin,17,T.McLaurin
2023,REG,0,Brandon Aiyuk,WR,SF,5.748058252427185,2.895383651341387,14.090095238095241,37.60166321011752,75,105,71.42857142857143,1342.0,7,5.1179999999999986,3.2573604113830474,1.8606395886169511,00-0036261,Brandon,Aiyuk,11,B.Aiyuk
2023,REG,0,D.J. Chark,WR,CAR,5.74609375,2.2882380354006724,15.091818181818182,25.091442217587133,35,66,53.03030303030303,525.0,5,2.792285714285714,2.556324468783374,0.23596124550233988,00-0034777,Darrell,Chark,17,D.Chark
2023,REG,0,Khalil Shakir,WR,BUF,5.6899999999999995,3.5099802895777232,8.300222222222223,7.976483351271933,39,45,86.66666666666667,611.0,2,7.648717948717947,4.607449878110796,3.041268070607151,00-0037261,Khalil,Shakir,10,K.Shakir
2023,REG,0,Luke Musgrave,TE,GB,5.604285714285714,4.323183076949761,7.0997826086956515,6.782198778917638,34,46,73.91304347826086,352.0,1,5.332058823529412,5.280687320491923,0.05137150303748861,00-0039144,Luke,Musgrave,88,L.Musgrave
2023,REG,0,Calvin Ridley,WR,JAX,5.580962962962964,2.2906645676241943,13.753235294117646,38.02302392854166,76,136,55.88235294117647,1016.0,8,2.7048684210526317,3.136831703162853,-0.4319632821102215,00-0034837,Calvin,Ridley,0,C.Ridley
2023,REG,0,Garrett Wilson,WR,NYJ,5.552670807453415,2.4560430800553723,10.21154761904762,44.794974097593595,95,168,56.547619047619044,1042.0,3,3.5825263157894733,3.1155671375856677,0.4669591782038056,00-0037740,Garrett,Wilson,17,G.Wilson
2023,REG,0,Mark Andrews,TE,BAL,5.551836734693877,3.212977322272524,7.859836065573769,11.716449460058499,45,61,73.77049180327869,544.0,6,5.036222222222222,4.969058108286893,0.06716411393532962,00-0034753,Mark,Andrews,89,M.Andrews
2023,REG,0,CeeDee Lamb,WR,DAL,5.5458181818181815,2.710044245469009,9.6685635359116,36.502877453240075,135,181,74.58563535911603,1749.0,12,5.220222222222222,4.466668216701805,0.7535540055204164,00-0036358,Cedarian,Lamb,88,C.Lamb
2023,REG,0,Rashod Bateman,WR,BAL,5.542727272727273,2.5042399791084753,14.243035714285716,19.491411521195666,32,56,57.14285714285714,367.0,1,1.7765624999999996,2.2661838246674595,-0.4896213246674599,00-0036550,Rashod,Bateman,7,R.Bateman
2023,REG,0,Chigoziem Okonkwo,TE,TEN,5.491607142857143,3.7728061529462757,6.883376623376623,11.945458643227402,54,77,70.12987012987013,528.0,1,5.2650000000000015,5.10412924298922,0.16087075701078124,00-0037809,Chigoziem,Okonkwo,85,C.Okonkwo
2023,REG,0,Jake Ferguson,TE,DAL,5.467215189873418,3.3389146940786287,5.659019607843137,12.04004029894643,71,102,69.6078431372549,761.0,5,6.023380281690141,4.623660029048658,1.3997202526414831,00-0038041,Jake,Ferguson,87,J.Ferguson
2023,REG,0,Amari Cooper,WR,CLE,5.39536,2.1661048539902095,14.031640625000001,35.06430880722197,72,128,56.25,1250.0,5,4.271666666666667,2.654604355379979,1.6170623112866882,00-0031544,Amari,Cooper,2,A.Cooper
2023,REG,0,George Kittle,TE,SF,5.385774647887324,3.295197448332169,9.630555555555558,22.029146842340694,65,90,72.22222222222221,1020.0,6,7.660153846153846,4.81255162666852,2.847602219485326,00-0033288,George,Kittle,85,G.Kittle
2023,REG,0,Odell Beckham,WR,BAL,5.309375,2.676241473295458,14.2384375,22.268707341689247,35,64,54.6875,565.0,3,4.87,3.728633918944001,1.141366081055999,00-0031235,Odell,Beckham,3,O.Beckham
2023,REG,0,Davante Adams,WR,LV,5.252865497076024,2.551200385892476,10.426914285714286,44.49101504401043,103,175,58.857142857142854,1144.0,8,3.4702912621359223,3.1265960632043384,0.34369519893158396,00-0031381,Davante,Adams,17,D.Adams
2023,REG,0,Michael Thomas,WR,NO,5.113833333333333,1.9965129264071915,10.17125,13.214376338519942,39,64,60.9375,448.0,1,2.8933333333333326,2.5124562542642357,0.38087707906909696,00-0032765,Michael,Thomas,13,M.Thomas
2023,REG,0,Trey McBride,TE,ARI,5.107714285714285,3.46436421046467,5.949999999999999,16.04863190947421,81,106,76.41509433962264,825.0,3,5.447037037037037,4.4959268952530556,0.9511101417839818,00-0037744,Trey,McBride,85,T.McBride
2023,REG,0,David Njoku,TE,CLE,5.078837209302325,3.48310974053397,4.926991869918699,11.831336779796025,81,123,65.85365853658537,882.0,6,7.611975308641974,5.396506014491641,2.215469294150333,00-0033885,David,Njoku,85,D.Njoku
2023,REG,0,George Pickens,WR,PIT,5.0578095238095235,2.270821970280402,13.19,38.39799185978172,63,106,59.43396226415094,1140.0,5,6.6466666666666665,3.7060502696805933,2.9406163969860732,00-0037247,George,Pickens,14,G.Pickens
2023,REG,0,Juwan Johnson,TE,NO,4.9534,2.802762570983399,7.829322033898304,9.377099763506997,37,59,62.71186440677966,368.0,4,3.9802702702702697,3.7542252943325094,0.2260449759377603,00-0036040,Juwan,Johnson,83,J.Johnson
2024,REG,0,Ray-Ray McCloud,WR,ATL,8.143947368421053,3.187889198014638,6.720459770114944,13.054214688559146,62,87,71.26436781609196,686.0,1,5.6366129032258065,4.465058947621886,1.1715539556039207,00-0034407,Ray-Ray,McCloud,34,R.McCloud
2024,REG,0,Marvin Mims,WR,DEN,7.996363636363636,5.205587753915061,7.139807692307692,9.146721523509198,39,52,75.0,501.0,6,12.414102564102564,9.636652786159798,2.777449777942765,00-0038976,Marvin,Mims,19,M.Mims
2024,REG,0,Tutu Atwell,WR,LAR,7.494035087719299,3.3689980065504876,11.851451612903226,18.011677844452286,42,62,67.74193548387096,562.0,0,2.897142857142857,3.496919408193282,-0.5997765510504252,00-0036849,Chatarius,Atwell,5,T.Atwell
2024,REG,0,Greg Dortch,WR,ARI,7.47525,3.688801355792188,4.2516,5.757698870561468,37,50,74.0,342.0,3,8.034324324324327,5.521060629666562,2.5132636946577653,00-0035500,Greg,Dortch,4,G.Dortch
2024,REG,0,Troy Franklin,WR,DEN,7.358235294117648,3.805752775194941,13.236603773584907,17.28335447949644,28,53,52.83018867924528,263.0,2,6.086785714285715,5.645540720035366,0.4412449942503489,00-0039868,Troy,Franklin,16,T.Franklin
2024,REG,0,Zay Flowers,WR,BAL,7.253076923076923,3.9155002147205766,10.62301724137931,29.742848315745775,74,116,63.793103448275865,1059.0,4,6.233648648648649,4.596885334031022,1.6367633146176273,00-0039064,Xavien,Flowers,4,Z.Flowers
2024,REG,0,Jalen McMillan,WR,TB,7.17490909090909,3.2762200694816372,12.167586206896555,18.425869113980237,37,58,63.793103448275865,461.0,8,3.7989189189189183,3.9761300146720604,-0.1772110957531421,00-0039855,Jalen,McMillan,15,J.McMillan
2024,REG,0,Cooper Kupp,WR,LAR,7.11934065934066,3.2635752640753366,7.8189,19.166225438286855,67,100,67.0,710.0,6,4.2429850746268665,4.007833425403783,0.2351516492230834,00-0033908,Cooper,Kupp,10,C.Kupp
2024,REG,0,Olamide Zaccheaus,WR,WAS,7.107333333333333,3.9944681268748887,6.35921875,10.240313607874416,45,64,70.3125,506.0,3,6.414666666666666,5.678746020517229,0.7359206461494372,00-0035208,Olamide,Zaccheaus,14,O.Zaccheaus
2024,REG,0,Jayden Reed,WR,GB,7.012711864406779,3.996402117259854,8.156533333333334,15.194205864674357,55,75,73.33333333333333,857.0,6,7.520181818181818,6.490640493207048,1.0295413249747707,00-0039146,Jayden,Reed,11,J.Reed
2024,REG,0,Cole Kmet,TE,CHI,6.967142857142857,3.901410308037418,6.730545454545456,8.894025160254875,47,55,85.45454545454545,474.0,4,4.427659574468085,4.730171090071509,-0.30251151560342393,00-0036290,Cole,Kmet,85,C.Kmet
2024,REG,0,Stefon Diggs,WR,HOU,6.933220338983051,3.021883810509726,8.716406249999999,12.348616826526113,47,64,73.4375,496.0,3,4.06468085106383,3.906554492479935,0.15812635858389523,00-0031588,Stefon,Diggs,1,S.Diggs
2024,REG,0,Dalton Schultz,TE,HOU,6.927068965517242,3.1690435838639153,7.599882352941177,14.299691644290771,53,85,62.35294117647059,532.0,2,4.218490566037737,3.9093161134095733,0.30917445262816345,00-0034383,Dalton,Schultz,86,D.Schultz
2024,REG,0,Sterling Shepard,WR,TB,6.904285714285714,3.1058601324461725,9.600392156862744,12.783645122126341,32,51,62.745098039215684,334.0,1,2.9543749999999998,3.4961925779700125,-0.5418175779700127,00-0032385,Sterling,Shepard,17,S.Shepard
2024,REG,0,Demario Douglas,WR,NE,6.8672499999999985,4.010061826531089,5.7924137931034485,13.555811401149153,66,87,75.86206896551724,621.0,3,5.817878787878787,5.518932041033413,0.2989467468453748,00-0038621,Demario,Douglas,3,D.Douglas
2024,REG,0,Pat Freiermuth,TE,PIT,6.8486206896551725,3.5037504967012536,6.089102564102563,13.423643927917334,65,78,83.33333333333334,655.0,7,4.494,3.5808024039479758,0.913197596052024,00-0036894,Pat,Freiermuth,88,P.Freiermuth
2024,REG,0,Colby Parkinson,TE,LAR,6.817187499999999,3.7235658411046417,5.731836734693878,6.884633486292505,30,49,61.224489795918366,294.0,1,5.593666666666666,6.165020361064037,-0.5713536943973709,00-0036244,Colby,Parkinson,86,C.Parkinson
2024,REG,0,Chigoziem Okonkwo,TE,TEN,6.797199999999999,4.060949185072256,5.784571428571429,9.83837578844042,52,70,74.28571428571429,483.0,2,5.187115384615385,4.179482266654736,1.0076331179606495,00-0037809,Chigoziem,Okonkwo,85,C.Okonkwo
